first_name,last_name,dob,company_id,last_active,score,member_since,state
Joshua,Bryant,1986/07/24,7,2018/07/09,58,1981,NJ
Christina,Avila,1978/10/07,6,2018/07/23,53,1985,NV
Diana,Peters,1963/06/07,17,2018/04/20,42,1998,ME
Peter,Palmer,1981/10/26,0,2018/06/11,69,1983,UT
Patricia,Harris,1980/04/16,6,2018/05/04,74,1970,DC
Zoe,Richardson,1997/09/10,19,2018/12/19,60,1998,RI
Julie,Coleman,1972/10/22,7,2018/09/27,52,1988,NY
Noah,Hill,1999/01/08,15,2018/10/29,44,2001,NV
Jamie,Washington,1982/07/26,11,2018/06/23,30,1985,ND
Stephen,Hicks,1998/06/07,15,2018/11/13,71,1976,NH
Frederick,Potter,1962/12/23,3,2018/02/15,86,2006,RI
Scott,Thomas,1993/06/29,19,2018/03/24,95,1994,MT
David,Mcguire,1961/11/12,17,2018/08/06,64,1975,SD
Heather,Jackson,1998/07/18,2,2018/07/31,46,1970,MA
Tiffany,Reyes,1990/03/06,13,2018/04/09,43,1999,WY
Rachel,Franklin,1961/07/29,2,2018/10/09,87,1971,IA
Timothy,Walsh,1983/01/22,8,2018/07/07,47,2008,MT
Alejandra,Moore,1959/12/11,20,2018/07/29,38,2009,NH
Allison,Boyle,1998/02/03,9,2018/07/12,47,2008,IL
Robyn,Lopez,1959/01/23,4,2018/03/17,90,2009,NC
Steven,Matthews,1983/03/03,5,2018/02/01,80,1980,MT
Blake,Hill,1998/08/22,10,2018/12/21,61,1971,ME
Dwayne,Davis,1973/06/13,15,2018/11/04,74,1971,CO
Lauren,Gordon,1986/07/17,9,2018/12/15,70,1971,CO
Elizabeth,Adkins,1960/05/06,6,2018/12/08,96,1979,WA
Barbara,Contreras,1979/05/21,7,2018/08/26,57,1975,AZ
Elizabeth,Perez,1960/02/22,7,2018/04/24,57,1970,LA
Donna,Sherman,1962/01/26,18,2018/06/12,49,2000,MD
Anthony,Carrillo,1972/10/08,4,2018/12/11,92,2011,AK
Darlene,Alvarez,1965/04/04,10,2018/02/04,53,2007,ND
Christian,Castaneda,1995/11/27,14,2018/05/21,82,1998,FL
Brooke,Gallagher,1976/06/17,16,2018/10/07,94,2005,ME
Andrea,Washington,1987/03/17,10,2018/06/23,62,1995,CA
Robert,Marquez,1988/01/13,19,2018/01/11,53,2015,MA
Robin,Dunlap,1983/09/14,16,2018/11/04,93,1998,OH
Christopher,Richardson,1981/06/19,16,2019/01/08,96,2013,OH
Linda,Robertson,1987/02/17,18,2018/04/09,82,1999,MS
Charles,Santiago,1990/05/26,12,2018/05/15,97,1983,TN
Cory,Jones,1965/10/06,6,2018/04/07,30,1989,DE
Benjamin,Greene,1984/03/04,16,2018/09/29,76,1995,NY
Jennifer,Day,1991/05/07,2,2018/11/13,57,1977,MD
Kelly,Nelson,1978/04/16,10,2018/06/09,98,1981,WY
Felicia,Johnson,1992/03/19,18,2018/04/16,31,1985,CA
Scott,Waller,1961/07/18,3,2018/12/12,40,1979,KY
Melissa,Love,1989/02/22,20,2018/06/11,80,1972,MI
Jackie,Padilla,1981/06/28,13,2018/09/15,91,2002,AK
Tyler,Martinez,1994/06/07,5,2018/11/22,65,1997,MI
Christine,Butler,1991/03/30,15,2018/04/25,74,1975,NJ
Paul,Rivera,1968/03/14,9,2018/10/24,93,2014,OR
Michael,Shaw,1962/01/19,1,2018/07/13,85,2011,KY
Cory,Bailey,1980/09/23,16,2018/05/15,96,1982,DC
Brittany,Smith,1973/12/09,12,2018/08/15,34,1993,MI
Christopher,Cruz,1991/04/06,10,2018/11/14,88,2008,IA
Nathan,Rodriguez,1976/07/13,16,2018/09/30,90,1986,NV
Eric,Stevenson,1987/07/02,14,2018/01/14,41,2002,MD
Joyce,Davis,1963/08/12,15,2018/04/10,43,2002,NM
Elizabeth,Rodriguez,1967/06/14,17,2018/07/09,63,1986,NV
Jacob,Miller,1981/08/03,11,2018/02/09,96,1986,MS
Seth,Gonzalez,1998/02/28,10,2018/09/09,57,2017,GA
Austin,Bailey,1963/08/10,15,2018/01/09,63,2007,MT
Breanna,Smith,1975/04/08,10,2018/02/05,71,1982,KY
Isabel,Davidson,1963/10/21,18,2018/03/01,58,1990,DE
Edward,Wilson,1976/07/01,15,2018/04/17,70,2009,NY
Tyler,Thompson,1990/04/21,19,2018/04/12,37,2003,MD
Michael,Montoya,1988/09/16,5,2018/11/05,90,1989,MO
Amanda,Moore,1971/06/07,3,2018/02/25,48,2018,ID
Lisa,Reid,1967/09/19,10,2018/02/17,32,1974,AR
Nancy,Bryan,1980/09/20,20,2018/02/15,83,1979,IN
Michael,Montgomery,1967/07/28,0,2018/09/17,39,2016,GA
Sandra,Martinez,1972/10/20,5,2018/06/04,68,1975,FL
Timothy,Herman,1991/09/07,8,2018/06/06,37,2017,DC
Alyssa,Berry,1986/05/16,9,2018/02/10,31,1986,VA
Cindy,Farmer,1991/01/02,3,2018/05/16,85,1981,PA
Allison,Hunter,1967/03/16,12,2018/09/21,52,1998,TN
Shaun,Little,1973/12/21,11,2018/03/16,34,1974,MN
Rebecca,Nguyen,1972/03/26,5,2018/06/24,58,1990,CO
Jacob,Parker,1974/04/05,16,2018/06/08,33,1980,WY
Douglas,Garrison,1966/06/19,16,2018/01/10,39,1986,KY
Brian,Ellis,1990/02/26,8,2018/10/04,57,1973,VT
Henry,Brown,1998/03/26,1,2018/11/06,95,1998,FL
Lauren,Barnes,1978/12/27,12,2018/06/17,56,2014,MA
Jason,Reed,1972/12/28,14,2018/02/02,80,1989,IA
Bobby,Powell,1964/01/11,17,2018/12/02,71,1990,WV
Sally,Smith,1990/09/29,5,2018/12/02,41,1977,NM
Russell,Morse,1991/03/06,3,2018/09/16,71,1981,CO
Jeremy,Lopez,1979/07/13,4,2018/12/07,33,1991,UT
Tiffany,Castillo,1993/10/20,0,2018/12/07,62,1985,KY
David,Allen,1983/03/29,14,2018/04/24,58,1988,MO
Sonia,Clark,1991/02/25,20,2018/10/08,52,1991,WA
Penny,Wiggins,1992/09/28,13,2018/12/25,61,1985,DC
Brian,Swanson,1977/03/24,5,2018/05/17,46,1985,OR
Renee,Chan,1988/10/14,5,2018/12/09,49,1980,IN
Miranda,Moreno,1971/06/12,14,2018/07/01,67,1972,HI
Dalton,Estes,1974/02/13,18,2018/07/21,48,2006,OH
Andrew,Sanchez,1987/07/11,1,2018/11/12,31,2015,KS
David,Cooper,1981/11/01,7,2018/09/25,52,1975,MO
Robert,Robinson,1983/04/16,1,2018/03/18,41,1986,NV
Eddie,Burke,1975/01/23,7,2018/12/02,87,2014,DE
Robert,Payne,1960/07/04,0,2018/01/27,76,1988,DE
Joshua,White,1990/04/28,12,2018/09/29,81,1985,WA
Michael,Douglas,1977/04/28,0,2018/05/28,75,1990,KS
Laura,Gomez,1971/06/19,4,2018/08/09,73,1995,VT
Martin,Young,1979/03/18,4,2018/09/08,49,1985,NC
Anna,Lynch,1996/03/01,17,2018/04/12,94,1993,HI
Jorge,Palmer,1974/09/13,0,2018/05/31,83,1986,WV
Jonathon,Whitehead,1970/12/16,18,2018/04/27,52,1983,MN
Jamie,Johnson,1997/12/09,19,2018/09/13,92,1996,ND
Scott,Miller,1965/12/17,13,2018/05/22,56,1989,SD
Ricardo,Moore,1964/08/15,3,2018/08/20,32,2007,CT
Aaron,Barrera,1966/01/15,16,2018/06/01,61,1988,NJ
Deborah,Bell,1983/06/29,19,2018/08/16,95,1993,MA
Shelly,Cline,1976/12/28,8,2018/08/19,57,1999,VT
Ian,Johnson,1998/04/28,3,2018/06/23,88,2002,OH
Melissa,Wright,1997/11/19,13,2018/05/05,80,2017,GA
Aaron,Grant,1972/06/05,20,2018/07/02,60,1970,WY
Cassandra,Moore,1996/03/19,13,2018/01/12,52,1982,NV
Hannah,Smith,1978/05/04,5,2018/11/26,42,1980,SC
Michael,Young,1980/04/08,20,2018/12/05,97,2007,CA
Joshua,Johnson,1963/11/21,9,2018/08/17,95,1984,MN
Tina,Boyle,1985/03/30,18,2018/10/16,70,2013,SC
Andrew,Fitzgerald,1991/05/31,16,2018/04/28,36,1984,IL
Jacqueline,Lee,1985/03/20,8,2018/10/10,55,1999,IL
Daniel,Escobar,1970/06/06,8,2018/01/16,66,1999,AR
Katherine,Tate,1989/11/23,13,2018/11/28,77,1982,ID
Monica,Nelson,1961/06/12,7,2018/03/26,93,2007,MO
Joshua,Bowen,1997/07/31,0,2018/07/09,43,2004,WY
Michael,Nguyen,1983/01/13,3,2018/09/26,97,2004,WA
Karen,Williams,1965/07/26,10,2018/10/17,72,1970,ID
Ryan,Andrade,1979/07/28,17,2018/04/04,93,1986,SC
Spencer,Dunlap,1998/06/24,14,2018/04/03,47,1994,KS
Samuel,Sanford,1978/04/05,16,2018/03/31,42,2010,CT
Sharon,James,1989/11/24,7,2018/01/18,74,2015,MA
Bridget,Perez,1981/09/08,19,2018/05/28,96,1992,MT
Brian,Erickson,1984/11/12,8,2018/01/27,62,1991,OH
Carl,Koch,1971/12/18,2,2018/04/25,82,2008,WA
Brandi,Chan,1995/12/01,6,2018/03/09,52,1978,PA
Shawn,Allen,1990/08/13,1,2018/11/25,61,1982,AL
Jason,Hartman,1980/11/14,1,2018/12/02,52,1991,MN
Samantha,Lynch,1981/09/01,20,2018/10/27,88,2010,ID
Lawrence,Davis,1983/06/05,9,2018/06/10,99,1978,IL
Jeffrey,Johnson,1994/08/28,2,2019/01/08,38,2017,TX
Megan,Martin,1976/10/10,9,2018/05/22,41,1988,LA
Gregory,Anderson,1996/03/03,17,2018/10/10,68,2009,LA
Sarah,Shannon,1982/05/30,8,2018/08/01,75,1972,AR
Diane,Kennedy,1960/07/11,4,2018/03/10,43,2010,NH
Ellen,Rodriguez,1964/03/07,2,2018/02/27,95,1987,WI
Amy,Anderson,1996/07/07,2,2018/02/20,82,1989,AR
Jeremy,Sutton,1971/11/29,4,2018/01/09,35,1977,KS
Robert,Carter,1991/02/05,11,2018/07/22,38,1994,FL
Kristina,Barrett,1983/08/18,19,2018/03/02,75,1996,NV
Arthur,Cabrera,1983/06/18,19,2018/10/27,73,1991,NH
Richard,Boone,1977/04/03,7,2018/12/13,37,2014,CO
Ronnie,Smith,1972/01/18,14,2018/05/12,84,2007,CA
Michelle,Hunt,1961/09/22,15,2018/02/13,89,2001,IN
Bryan,Willis,1959/12/04,8,2018/11/25,59,1980,MO
Michael,Callahan,1993/06/18,13,2018/09/13,95,2012,VT
Harold,Simon,1972/09/30,18,2018/05/09,60,2002,AK
Derek,Simpson,1979/04/26,0,2018/06/11,37,2010,MS
Jonathan,Holland,1988/04/09,3,2018/02/06,91,1978,VA
Veronica,Sutton,1961/04/22,14,2018/03/22,67,2008,FL
Ashley,Jackson,1993/04/26,6,2018/11/08,85,2013,NM
John,Cunningham,1973/12/09,3,2018/01/10,31,2012,WY
Carolyn,Barnes,1987/03/31,8,2018/11/29,34,2009,HI
Steven,Tyler,1980/10/26,1,2018/10/04,30,1977,HI
Nicole,Foster,1986/05/10,20,2018/06/30,81,1971,OK
Tamara,Archer,1995/03/11,12,2018/09/10,34,1982,OK
Andrea,Walter,1989/05/01,0,2018/09/03,84,1995,OH
Lisa,Allison,1959/06/14,16,2018/02/19,75,1978,NE
Arthur,Johnson,1997/11/05,1,2018/05/06,86,1989,NH
Stephanie,Macias,1980/09/28,0,2018/03/02,54,2002,MA
Aaron,Smith,1977/03/28,9,2018/11/28,37,1981,SD
John,Kelley,1974/08/21,16,2018/07/13,94,2004,NV
Eric,Anderson,1978/09/20,10,2018/06/05,80,2004,WA
Cheryl,Solomon,1976/04/23,19,2018/07/16,56,1973,ND
Matthew,Aguilar,1967/12/13,17,2018/04/06,65,1975,ND
Scott,Young,1968/12/29,8,2018/02/08,61,1991,OH
Terri,Mitchell,1971/02/01,14,2018/07/05,90,1991,IL
Chelsea,White,1993/04/07,5,2018/09/04,69,1976,NV
Grant,Moore,1966/05/27,8,2018/07/08,40,1985,OH
Melanie,Guerrero,1968/12/30,9,2018/12/11,35,2016,FL
Lori,Ramirez,1991/09/19,18,2018/08/08,50,1970,WY
John,Delacruz,1987/10/30,18,2018/09/27,45,1974,PA
Kelli,Moore,1982/10/21,12,2018/04/03,36,1989,RI
Kimberly,Martinez,1995/05/12,11,2018/03/20,44,1993,NH
Melissa,Pena,1992/10/20,9,2018/01/22,98,1995,VT
Michelle,Webb,1980/02/15,19,2018/08/11,97,1980,KS
Thomas,Jenkins,1974/03/17,9,2018/09/17,62,1972,NV
Jordan,Mcclure,1991/04/10,13,2018/10/25,49,2018,DC
Scott,Thompson,1993/02/03,17,2018/05/01,30,1986,DC
Debbie,Warner,1971/11/10,13,2018/03/06,67,1987,WY
Susan,Underwood,1974/01/08,8,2018/04/29,38,2000,ME
Tyler,Jacobson,1976/09/10,16,2018/06/23,92,2012,IL
Bruce,Johnson,1977/05/28,7,2018/05/13,81,1978,LA
Becky,Schneider,1978/02/25,13,2018/04/26,35,1974,NM
Julie,Perkins,1969/04/24,12,2018/05/11,40,2008,VA
Troy,Sellers,1986/09/01,20,2018/05/10,30,2004,MT
Alexis,Kidd,1994/01/15,7,2018/10/14,34,1976,WV
Lisa,Lewis,1974/07/27,6,2018/05/19,63,1997,MO
Lisa,Guerra,1971/03/22,0,2018/03/28,42,1972,VT
Aaron,Ruiz,1964/03/14,17,2018/12/20,52,1982,WI
Erin,Dixon,1998/08/10,16,2018/08/13,94,2015,AR
Shawn,Fitzgerald,1965/05/17,12,2018/11/04,56,2017,NV
Kimberly,Johns,1972/10/22,7,2018/07/04,97,2017,NE
Ruben,Stanley,1962/02/05,17,2018/10/21,51,2002,RI
Vincent,Stephens,1979/05/29,0,2018/04/25,54,2005,SD
James,Willis,1971/11/16,20,2018/02/25,57,1985,MO
Jodi,Flynn,1986/07/11,8,2018/10/05,53,2013,AL
Debra,Hall,1964/09/12,2,2018/03/29,89,2013,AL
Robert,Smith,1965/05/01,6,2018/04/04,89,1991,WA
Caitlin,Wells,1990/06/02,12,2018/03/20,73,2017,MA
Emily,Moore,1993/11/05,6,2018/08/02,87,2017,AR
Kim,Hansen,1959/03/01,7,2018/09/22,77,1979,AL
Emily,Lara,1978/05/29,11,2018/02/04,64,2016,ME
Eric,Tanner,1961/10/30,11,2018/04/28,94,2003,DC
Donna,Young,1964/07/30,10,2018/03/22,97,2017,LA
James,Garner,1970/03/16,19,2018/10/17,70,1973,MO
Shawn,Manning,1986/12/30,13,2018/05/07,39,1998,RI
Anthony,Lynch,1981/08/30,8,2018/08/23,33,1981,NH
Michelle,Anderson,1993/06/30,3,2018/07/26,69,2010,SC
Rachael,Villegas,1972/12/22,15,2018/07/04,77,1981,WA
Morgan,Copeland,1978/06/15,0,2018/02/25,97,1984,AZ
Jennifer,Garcia,1971/09/02,15,2018/11/17,60,1987,AR
Geoffrey,Meyer,1971/09/07,1,2018/11/20,87,1987,DE
Peter,Moyer,1980/08/11,3,2018/02/13,61,1985,WY
Dustin,Gibbs,1994/02/22,1,2018/02/07,50,2005,KY
Christopher,Riley,1994/01/11,17,2018/03/13,61,2018,KY
Richard,Ross,1966/01/01,5,2018/07/02,91,2004,KS
Lisa,Wells,1993/01/26,10,2018/03/01,39,1984,MI
Shannon,Peters,1962/12/15,13,2018/09/11,85,2014,UT
Deborah,Thompson,1991/05/09,13,2018/05/30,58,1971,IL
Cory,Benton,1974/02/24,20,2018/10/11,97,1996,NH
Alice,Rhodes,1965/02/17,18,2018/06/09,51,2010,CO
Bryan,Allen,1967/07/03,15,2018/12/03,36,1976,UT
Edward,Wilkerson,1990/05/20,6,2018/10/10,76,1995,HI
Sarah,Gallagher,1997/12/04,16,2019/01/02,57,1991,NV
Kirsten,Malone,1962/12/07,17,2018/05/23,88,1976,AR
Ernest,Porter,1984/06/13,11,2018/02/11,55,1991,DE
Kenneth,Jacobs,1991/03/28,5,2018/01/20,91,1977,MD
Angela,Owens,1990/10/13,5,2018/05/13,33,1986,DC
Todd,Romero,1964/01/22,16,2019/01/03,73,1973,NE
Michael,Ross,1992/10/04,3,2018/09/05,71,1978,LA
Gregory,Wood,1975/02/18,13,2018/12/10,76,2013,ID
Diana,Wilkerson,1964/07/03,9,2018/03/26,40,1995,DE
Travis,Fuller,1993/02/17,18,2018/04/07,33,1978,VA
Peter,Martinez,1994/10/29,9,2018/03/09,77,1984,ME
Stacey,Cooke,1997/10/12,19,2018/06/02,30,2018,TX
Maria,Evans,1968/01/11,6,2018/10/28,74,1990,IL
David,Davis,1962/04/14,9,2018/07/30,40,1995,NH
Nicholas,Barnes,1973/01/13,13,2018/06/29,48,2008,IN
Kenneth,Carlson,1978/08/05,13,2018/05/02,86,2003,NY
Carol,Parker,1992/01/05,0,2018/10/03,74,2001,WI
Willie,Jensen,1997/08/17,19,2018/07/12,63,1974,KY
Jonathan,Spencer,1967/06/17,15,2018/07/26,65,1973,TX
Jared,Yang,1985/04/26,11,2018/07/20,37,1997,IL
Charles,Patterson,1983/08/08,15,2018/09/24,57,2000,CT
Amber,Riley,1967/02/13,9,2018/04/30,69,1979,NC
Alexis,Davis,1959/03/12,12,2018/02/02,33,2014,PA
Michelle,Mckee,1971/09/27,18,2018/08/03,73,1991,RI
Jeremy,Page,1995/08/15,14,2018/06/28,95,1975,NH
Mary,Jackson,1975/03/23,20,2018/06/17,87,1971,GA
Patricia,Li,1982/02/24,17,2018/07/21,63,2010,IN
Richard,Mccormick,1975/03/04,20,2018/10/25,80,2007,NM
Kirsten,Dixon,1962/05/12,8,2018/07/07,84,2011,AZ
Amanda,Griffin,1987/11/15,10,2018/08/12,80,2009,NJ
Steven,Page,1996/03/15,20,2018/12/28,92,2001,WA
Charlene,Jones,1986/08/04,14,2018/06/08,40,1990,MT
Nancy,Mcdonald,1985/05/25,4,2018/08/09,95,1984,TX
Ryan,Perez,1976/12/08,15,2018/07/22,74,1976,SC
Brianna,Green,1975/01/04,1,2018/11/24,55,2012,OR
William,Moore,1970/10/26,9,2018/08/10,31,2008,OH
David,Brown,1976/06/02,13,2018/04/18,83,2001,IL
Tricia,Holland,1989/06/02,13,2018/10/05,40,2005,MT
Christopher,Chavez,1963/08/01,14,2019/01/04,57,1979,MD
Maria,Gay,1995/01/14,16,2018/11/23,41,1993,MA
Toni,Lewis,1976/03/11,15,2018/07/28,84,1992,TN
Katherine,Morris,1985/09/13,3,2018/01/18,77,1979,WI
Tina,Williams,1967/11/27,6,2018/09/23,55,1979,CO
Kelsey,Rodriguez,1991/02/10,15,2018/11/27,55,1981,MD
Keith,Jackson,1997/10/12,6,2018/08/04,62,1994,DE
Adam,Mann,1988/09/23,10,2018/11/09,80,1988,IL
Denise,Wu,1984/11/23,20,2018/11/30,63,1983,TN
Daniel,Molina,1982/10/13,13,2018/05/03,88,1993,WI
Denise,Diaz,1979/09/17,5,2018/06/22,58,2001,WY
Alex,Walton,1989/05/07,0,2018/06/15,52,1978,WA
Gabriel,Chaney,1987/06/03,6,2018/12/04,73,2000,NJ
Stacy,Henderson,1987/12/18,14,2018/08/22,97,1989,MD
Jesus,Pennington,1980/06/16,3,2018/12/13,60,2005,NV
Mikayla,Lester,1977/11/10,4,2018/08/18,47,1971,IA
Debra,Key,1959/07/20,17,2018/03/10,92,1984,SD
Mary,Allison,1994/04/11,9,2018/08/14,90,2011,ME
Jason,Bowman,1967/03/07,17,2018/09/12,34,1970,AK
Rebecca,Hawkins,1981/10/12,17,2018/08/05,61,2015,NH
Shannon,Everett,1978/09/08,20,2018/10/31,75,1990,MA
Jonathan,Moore,1995/10/12,7,2018/12/05,67,2006,NE
Nathaniel,Braun,1993/06/22,0,2018/01/23,62,2018,NH
Wendy,Campbell,1961/11/25,4,2018/11/11,88,1977,UT
Glenn,Carroll,1988/09/25,3,2018/03/03,67,1983,CO
Samantha,Brown,1997/02/17,0,2018/06/02,58,1975,RI
James,Zimmerman,1977/11/08,8,2018/11/13,96,1972,TN
Christian,Hensley,1991/02/22,17,2018/07/22,51,2015,WI
Elizabeth,Taylor,1973/02/20,3,2018/06/25,54,1999,MI
Michelle,Wheeler,1982/01/12,15,2018/02/11,30,2005,AK
Michael,Cross,1995/09/30,14,2018/10/13,77,2007,AL
Nicole,Ortega,1970/07/16,13,2018/12/25,68,2015,ME
Kathleen,Knight,1982/12/23,13,2018/04/18,38,2009,FL
Joseph,Kidd,1987/11/23,19,2018/05/09,31,1970,NV
Johnny,Foster,1975/03/07,14,2018/04/29,36,1973,CA
Jessica,Bailey,1978/01/26,1,2018/05/12,49,1973,IN
Paul,Ward,1979/01/25,15,2018/05/09,78,2003,NE
Jessica,Davis,1994/10/23,9,2018/08/29,33,1984,MI
Brandon,Smith,1983/09/02,16,2018/07/13,37,1979,AK
Craig,Scott,1984/01/17,15,2018/09/22,81,2016,SD
Yvette,Holt,1985/05/12,10,2018/04/17,60,2014,DC
Elizabeth,Rose,1964/10/03,8,2018/04/02,93,1970,AZ
Michael,Davenport,1983/12/01,20,2018/06/08,76,1997,KY
Charles,Castaneda,1987/01/21,6,2018/04/24,33,2006,AR
Russell,Holland,1984/06/28,9,2018/08/06,90,1982,MI
Christine,Fischer,1959/04/04,12,2018/02/18,90,1983,NC
Mark,Jackson,1970/06/26,1,2018/01/13,86,2014,MT
Cesar,Chase,1966/05/01,5,2018/09/11,69,2004,AR
Jason,Stewart,1985/05/13,15,2018/11/09,30,1996,MI
Christina,Thornton,1975/06/21,9,2018/07/13,88,1991,KS
Kathryn,Wong,1986/09/09,2,2018/10/13,60,1983,AZ
Michael,Ruiz,1987/06/07,15,2018/03/10,88,1985,UT
Jeffrey,Lawrence,1985/08/22,1,2018/07/26,77,2008,VT
Patricia,Jackson,1985/05/13,3,2018/10/20,75,1997,CA
Chad,Mills,1995/09/15,15,2018/12/08,33,1971,MI
Lauren,Robertson,1986/04/30,16,2018/02/10,39,1991,ID
Patricia,Sheppard,1991/09/07,20,2018/05/18,47,2016,ID
Crystal,Johnson,1964/10/24,12,2018/10/08,93,2015,IN
Jose,Gray,1984/12/24,8,2018/02/09,78,1972,VT
Michael,Johnson,1995/11/18,4,2018/09/17,62,1989,NJ
Timothy,Hanson,1966/08/09,14,2018/08/29,86,2011,AZ
John,Garrett,1993/04/13,15,2018/06/25,60,2003,OR
Christina,Howard,1982/04/28,10,2018/11/07,86,2012,WA
Courtney,Orozco,1969/06/10,7,2018/03/16,30,2000,KS
Marcus,Jackson,1978/08/16,5,2018/09/22,97,1993,NM
Tracy,Pineda,1967/07/02,18,2018/04/29,75,1998,IN
Nicholas,Hernandez,1977/03/26,18,2018/08/04,77,1976,RI
Jeremy,Russell,1964/08/31,19,2018/04/30,34,2006,UT
Brianna,Rodriguez,1987/11/10,8,2018/01/20,54,2000,HI
Rebecca,Fuentes,1986/07/27,3,2018/06/29,34,2007,ID
Jacob,Alexander,1972/07/07,2,2018/08/29,47,1996,ND
Gabriela,Peterson,1971/03/12,1,2018/06/01,51,2011,MT
Jason,Little,1971/06/26,15,2018/01/28,58,1979,VA
Sheri,Davis,1997/02/23,6,2018/04/10,61,2013,DE
Leah,Dennis,1963/04/18,9,2018/06/24,32,1986,OR
Barry,Garcia,1974/03/24,7,2018/03/09,65,2013,UT
Amanda,Anderson,1977/08/13,4,2018/05/13,51,1983,TN
Nicholas,Mcintyre,1963/04/12,18,2018/07/09,47,1978,HI
Eric,Ramos,1979/10/19,11,2018/02/07,60,1971,WI
Alex,Hayden,1996/03/08,14,2018/05/20,31,1976,NH
James,Wright,1961/07/06,13,2018/10/08,79,1983,ME
Ashley,Leblanc,1994/10/09,12,2018/08/17,62,1979,IL
Jeffrey,Dodson,1970/11/29,17,2018/02/17,66,2004,CO
Dana,Aguirre,1985/12/05,15,2018/07/12,33,2013,PA
Rodney,Simpson,1961/03/20,13,2018/02/14,84,2018,AZ
Danielle,Alexander,1987/07/26,8,2018/10/24,43,1991,UT
Donald,Elliott,1979/07/23,13,2018/02/22,63,1992,SC
Ryan,Campbell,1974/03/24,9,2018/03/26,50,1987,AR
Carlos,Davis,1988/08/11,17,2018/05/27,38,1998,SD
Angela,Ross,1971/01/22,16,2018/06/21,35,2018,FL
Christopher,Lopez,1976/03/03,7,2018/09/01,80,2017,KS
Tim,Pitts,1995/11/20,17,2018/01/14,48,1997,MS
Joel,Wilson,1992/08/07,16,2018/05/26,63,1995,LA
Angel,Blackwell,1966/10/11,12,2018/11/26,74,1972,CA
Ethan,Barrera,1963/06/16,14,2018/12/19,46,1975,NH
Arthur,Kelly,1961/08/24,2,2018/04/08,83,1985,IA
William,Logan,1984/12/11,8,2018/06/03,66,1980,OH
Keith,Sanders,1990/01/03,4,2018/04/28,69,1986,OK
Holly,Rodriguez,1993/07/16,12,2018/06/18,74,1977,RI
Megan,Nguyen,1961/03/24,6,2018/08/01,61,1994,OH
Kevin,Carroll,1988/03/01,7,2018/12/01,61,1995,WI
John,White,1977/11/07,12,2018/09/30,82,1973,MI
Paula,Adkins,1968/01/04,1,2018/04/11,75,1974,NH
Luis,Aguilar,1994/08/29,1,2018/10/23,78,2007,ND
Isaiah,Sullivan,1978/02/02,15,2018/08/10,80,1971,HI
Brandon,Wagner,1998/12/07,11,2018/12/24,94,2015,TX
Danielle,Prince,1974/09/02,7,2018/07/11,41,1993,KY
John,Kramer,1982/06/06,7,2018/08/05,99,1974,AL
Francisco,Washington,1963/12/26,18,2018/07/22,33,2006,DC
Darren,Reynolds,1979/01/23,9,2018/08/28,60,1989,WA
Angela,Prince,1972/01/03,18,2018/03/01,41,1977,MD
Michelle,Bell,1990/06/22,17,2018/04/20,65,1972,OK
Christopher,Johnson,1966/02/08,14,2018/04/28,65,2003,MN
Lisa,Smith,1975/01/06,6,2018/09/09,37,1985,GA
Mark,Richards,1982/07/01,0,2018/12/29,67,1985,NY
Luis,Ashley,1981/01/17,17,2018/02/10,73,1973,MT
Jennifer,Rojas,1996/01/24,0,2018/11/12,94,1979,MO
Amy,Parker,1988/03/31,5,2018/12/12,46,2017,MD
Lawrence,Morton,1996/01/07,8,2018/11/30,71,1979,AL
James,Moore,1985/06/06,8,2018/01/23,84,2004,GA
Robert,Weaver,1968/01/25,0,2018/04/02,45,1987,IN
Pamela,Nichols,1959/08/28,6,2018/12/03,82,1972,WV
Sandra,Cordova,1986/11/16,16,2018/02/20,87,1975,IL
Alyssa,Brown,1974/07/02,11,2018/04/29,55,2013,NY
Phillip,Williams,1969/02/07,6,2018/11/12,78,1971,NM
Jacob,Johnson,1987/11/23,16,2018/09/18,33,1971,OH
Jo,Vazquez,1987/10/16,1,2018/05/05,35,2000,WY
Melody,Nguyen,1970/04/11,20,2018/01/15,35,2005,VA
Carmen,Jones,1990/12/01,13,2018/09/28,88,1975,ME
Roy,Thomas,1983/10/22,10,2018/11/02,60,2018,LA
Megan,Ward,1972/04/19,12,2018/02/27,64,2001,DE
Sandra,Walton,1990/05/09,16,2018/10/05,32,1986,VT
Jonathan,Hernandez,1978/06/26,6,2018/10/05,40,1977,NJ
Jessica,Hernandez,1986/07/31,17,2018/05/06,43,1973,CA
Natalie,Williams,1989/08/29,3,2018/10/19,41,1997,PA
Ethan,Jordan,1972/01/16,5,2018/04/02,61,1980,NY
Tonya,Nunez,1995/12/04,15,2018/10/22,49,1973,ME
Luis,Goodman,1965/05/09,3,2018/03/26,92,1979,SD
Billy,Caldwell,1975/10/02,18,2018/05/10,70,2006,AK
David,Thompson,1984/03/16,7,2018/12/25,34,2013,RI
Regina,Garcia,1982/04/18,3,2018/06/01,82,1994,NH
Angela,Thomas,1971/05/21,5,2018/08/29,98,1974,ID
Deborah,Castillo,1977/10/17,19,2018/11/09,83,2012,MA
Morgan,Powell,1985/03/21,7,2018/11/01,93,2018,PA
Kelly,Adams,1989/08/23,17,2018/12/25,53,1989,VT
Anthony,Guzman,1976/11/09,9,2018/07/14,38,1991,KY
